dataset,sample_id,legacy_id
L1-Arctic,axb/arctic_a0555,3499
L1-Arctic,axb/arctic_a0541,3500
L1-Arctic,axb/arctic_a0227,3501
L1-Arctic,axb/arctic_a0569,3502
L1-Arctic,axb/arctic_a0384,3503
L1-Arctic,axb/arctic_a0390,3504
L1-Arctic,axb/arctic_a0347,3505
L1-Arctic,axb/arctic_a0421,3506
L1-Arctic,bdl/arctic_b0126,4049
L1-Arctic,bdl/arctic_b0132,4050
L1-Arctic,bdl/arctic_a0026,4051
L1-Arctic,bdl/arctic_a0032,4052
L1-Arctic,bdl/arctic_b0324,4053
L1-Arctic,bdl/arctic_b0442,4054
L1-Arctic,bdl/arctic_a0581,4055
L1-Arctic,bdl/arctic_b0456,4056
L1-Arctic,bdl/arctic_b0330,4057
L1-Arctic,bdl/arctic_b0318,4058
L1-Arctic,bdl/arctic_a0224,4059
L1-Arctic,bdl/arctic_b0481,4060
L1-Arctic,bdl/arctic_a0542,4061
L1-Arctic,bdl/arctic_b0495,4062
L1-Arctic,bdl/arctic_a0556,4063
L1-Arctic,bdl/arctic_a0230,4064
L1-Arctic,bdl/arctic_a0218,4065
L1-Arctic,bdl/arctic_b0250,4066
L1-Arctic,bdl/arctic_a0393,4067
L1-Arctic,bdl/arctic_b0536,4068
L1-Arctic,bdl/arctic_b0522,4069
L1-Arctic,bdl/arctic_b0244,4070
L1-Arctic,bdl/arctic_a0387,4071
L1-Arctic,bdl/arctic_b0278,4072
L1-Arctic,bdl/arctic_b0293,4073
L1-Arctic,bdl/arctic_a0350,4074
L1-Arctic,bdl/arctic_a0436,4075
L1-Arctic,bdl/arctic_a0422,4076
L1-Arctic,bdl/arctic_b0287,4077
L1-Arctic,bdl/arctic_a0344,4078
L1-Arctic,bdl/arctic_a0378,4079
L1-Arctic,bdl/arctic_a0191,4080
L1-Arctic,bdl/arctic_b0052,4081
L1-Arctic,bdl/arctic_a0185,4082
L1-Arctic,bdl/arctic_b0046,4083
L1-Arctic,bdl/arctic_a0152,4084
L1-Arctic,bdl/arctic_b0091,4085
L1-Arctic,bdl/arctic_a0146,4086
L1-Arctic,bdl/arctic_b0085,4087
L1-Arctic,bdl/arctic_b0084,4088
L1-Arctic,bdl/arctic_a0147,4089
L1-Arctic,bdl/arctic_b0090,4090
L1-Arctic,bdl/arctic_a0153,4091
L1-Arctic,bdl/arctic_b0047,4092
L1-Arctic,bdl/arctic_a0184,4093
L1-Arctic,bdl/arctic_b0053,4094
L1-Arctic,bdl/arctic_a0190,4095
L1-Arctic,bdl/arctic_a0379,4096
L1-Arctic,bdl/arctic_a0423,4097
L1-Arctic,bdl/arctic_a0345,4098
L1-Arctic,bdl/arctic_b0286,4099
L1-Arctic,clb/arctic_b0126,5180
L1-Arctic,clb/arctic_b0132,5181
L1-Arctic,clb/arctic_a0026,5182
L1-Arctic,clb/arctic_a0032,5183
L1-Arctic,clb/arctic_b0324,5184
L1-Arctic,clb/arctic_b0442,5185
L1-Arctic,clb/arctic_a0581,5186
L1-Arctic,clb/arctic_b0456,5187
L1-Arctic,clb/arctic_b0330,5188
L1-Arctic,clb/arctic_b0318,5189
L1-Arctic,clb/arctic_a0224,5190
L1-Arctic,clb/arctic_b0481,5191
L1-Arctic,clb/arctic_a0542,5192
L1-Arctic,clb/arctic_b0495,5193
L1-Arctic,clb/arctic_a0556,5194
L1-Arctic,clb/arctic_a0230,5195
L1-Arctic,clb/arctic_a0218,5196
L1-Arctic,clb/arctic_b0250,5197
L1-Arctic,clb/arctic_a0393,5198
L1-Arctic,clb/arctic_b0536,5199
L1-Arctic,clb/arctic_b0522,5200
L1-Arctic,clb/arctic_b0244,5201
L1-Arctic,clb/arctic_a0387,5202
L1-Arctic,clb/arctic_b0278,5203
L1-Arctic,clb/arctic_b0293,5204
L1-Arctic,clb/arctic_a0350,5205
L1-Arctic,clb/arctic_a0436,5206
L1-Arctic,clb/arctic_a0422,5207
L1-Arctic,clb/arctic_b0287,5208
L1-Arctic,clb/arctic_a0344,5209
L1-Arctic,clb/arctic_a0378,5210
L1-Arctic,clb/arctic_a0191,5211
L1-Arctic,clb/arctic_b0052,5212
L1-Arctic,clb/arctic_a0185,5213
L1-Arctic,clb/arctic_b0046,5214
L1-Arctic,clb/arctic_a0152,5215
L1-Arctic,clb/arctic_b0091,5216
L1-Arctic,clb/arctic_a0146,5217
L1-Arctic,clb/arctic_b0085,5218
L1-Arctic,clb/arctic_b0084,5219
L1-Arctic,clb/arctic_a0147,5220
L1-Arctic,clb/arctic_b0090,5221
L1-Arctic,clb/arctic_a0153,5222
L1-Arctic,clb/arctic_b0047,5223
L1-Arctic,clb/arctic_a0184,5224
L1-Arctic,clb/arctic_b0053,5225
L1-Arctic,clb/arctic_a0190,5226
L1-Arctic,clb/arctic_a0379,5227
L1-Arctic,clb/arctic_a0423,5228
L1-Arctic,clb/arctic_a0345,5229
L1-Arctic,clb/arctic_b0286,5230
L1-Arctic,eey/arctic_a0026,6312
L1-Arctic,eey/arctic_a0032,6313
L1-Arctic,eey/arctic_a0581,6314
L1-Arctic,eey/arctic_a0224,6315
L1-Arctic,eey/arctic_a0542,6316
L1-Arctic,eey/arctic_a0556,6317
L1-Arctic,eey/arctic_a0230,6318
L1-Arctic,eey/arctic_a0218,6319
L1-Arctic,eey/arctic_a0393,6320
L1-Arctic,eey/arctic_a0387,6321
L1-Arctic,eey/arctic_a0350,6322
L1-Arctic,eey/arctic_a0436,6323
L1-Arctic,eey/arctic_a0422,6324
L1-Arctic,eey/arctic_a0344,6325
L1-Arctic,eey/arctic_a0378,6326
L1-Arctic,eey/arctic_a0191,6327
L1-Arctic,eey/arctic_a0185,6328
L1-Arctic,eey/arctic_a0152,6329
L1-Arctic,eey/arctic_a0146,6330
L1-Arctic,eey/arctic_a0147,6331
L1-Arctic,eey/arctic_a0153,6332
L1-Arctic,eey/arctic_a0184,6333
L1-Arctic,eey/arctic_a0190,6334
L1-Arctic,eey/arctic_a0379,6335
L1-Arctic,eey/arctic_a0423,6336
L1-Arctic,eey/arctic_a0345,6337
L1-Arctic,eey/arctic_a0351,6338
L1-Arctic,eey/arctic_a0437,6339
L1-Arctic,eey/arctic_a0386,6340
L1-Arctic,eey/arctic_a0392,6341
L1-Arctic,eey/arctic_a0219,6342
L1-Arctic,eey/arctic_a0557,6343
L1-Arctic,eey/arctic_a0231,6344
L1-Arctic,eey/arctic_a0225,6345
L1-Arctic,eey/arctic_a0543,6346
L1-Arctic,eey/arctic_a0580,6347
L1-Arctic,eey/arctic_a0033,6348
L1-Arctic,eey/arctic_a0027,6349
L1-Arctic,eey/arctic_a0031,6350
L1-Arctic,eey/arctic_a0025,6351
L1-Arctic,eey/arctic_a0019,6352
L1-Arctic,eey/arctic_a0582,6353
L1-Arctic,eey/arctic_a0233,6354
L1-Arctic,eey/arctic_a0555,6355
L1-Arctic,eey/arctic_a0541,6356
L1-Arctic,eey/arctic_a0227,6357
L1-Arctic,eey/arctic_a0569,6358
L1-Arctic,eey/arctic_a0384,6359
L1-Arctic,eey/arctic_a0390,6360
L1-Arctic,eey/arctic_a0347,6361
L1-Arctic,eey/arctic_a0421,6362
L1-Arctic,fem/arctic_a0026,6904
L1-Arctic,fem/arctic_a0032,6905
L1-Arctic,fem/arctic_a0581,6906
L1-Arctic,fem/arctic_a0224,6907
L1-Arctic,fem/arctic_a0542,6908
L1-Arctic,fem/arctic_a0556,6909
L1-Arctic,fem/arctic_a0230,6910
L1-Arctic,fem/arctic_a0218,6911
L1-Arctic,fem/arctic_a0393,6912
L1-Arctic,fem/arctic_a0387,6913
L1-Arctic,fem/arctic_a0350,6914
L1-Arctic,fem/arctic_a0436,6915
L1-Arctic,fem/arctic_a0422,6916
L1-Arctic,fem/arctic_a0344,6917
L1-Arctic,fem/arctic_a0378,6918
L1-Arctic,fem/arctic_a0191,6919
L1-Arctic,fem/arctic_a0185,6920
L1-Arctic,fem/arctic_a0152,6921
L1-Arctic,fem/arctic_a0146,6922
L1-Arctic,fem/arctic_a0147,6923
L1-Arctic,fem/arctic_a0153,6924
L1-Arctic,fem/arctic_a0184,6925
L1-Arctic,fem/arctic_a0190,6926
L1-Arctic,fem/arctic_a0379,6927
L1-Arctic,fem/arctic_a0423,6928
L1-Arctic,fem/arctic_a0345,6929
L1-Arctic,fem/arctic_a0351,6930
L1-Arctic,fem/arctic_a0437,6931
L1-Arctic,fem/arctic_a0386,6932
L1-Arctic,fem/arctic_a0392,6933
L1-Arctic,fem/arctic_a0219,6934
L1-Arctic,fem/arctic_a0557,6935
L1-Arctic,fem/arctic_a0231,6936
L1-Arctic,fem/arctic_a0225,6937
L1-Arctic,fem/arctic_a0543,6938
L1-Arctic,fem/arctic_a0580,6939
L1-Arctic,fem/arctic_a0033,6940
L1-Arctic,fem/arctic_a0027,6941
L1-Arctic,fem/arctic_a0031,6942
L1-Arctic,fem/arctic_a0025,6943
L1-Arctic,fem/arctic_a0019,6944
L1-Arctic,fem/arctic_a0582,6945
L1-Arctic,fem/arctic_a0233,6946
L1-Arctic,fem/arctic_a0555,6947
L1-Arctic,fem/arctic_a0541,6948
L1-Arctic,fem/arctic_a0227,6949
L1-Arctic,fem/arctic_a0569,6950
L1-Arctic,fem/arctic_a0384,6951
L1-Arctic,fem/arctic_a0390,6952
L1-Arctic,fem/arctic_a0347,6953
L1-Arctic,fem/arctic_a0421,6954
L1-Arctic,gka/arctic_a0026,7497
L1-Arctic,gka/arctic_a0032,7498
L1-Arctic,gka/arctic_a0581,7499
L1-Arctic,gka/arctic_a0224,7500
L1-Arctic,gka/arctic_a0542,7501
L1-Arctic,gka/arctic_a0556,7502
L1-Arctic,gka/arctic_a0230,7503
L1-Arctic,gka/arctic_a0218,7504
L1-Arctic,gka/arctic_a0393,7505
L1-Arctic,gka/arctic_a0387,7506
L1-Arctic,gka/arctic_a0350,7507
L1-Arctic,gka/arctic_a0436,7508
L1-Arctic,gka/arctic_a0422,7509
L1-Arctic,gka/arctic_a0344,7510
L1-Arctic,gka/arctic_a0378,7511
L1-Arctic,gka/arctic_a0191,7512
L1-Arctic,gka/arctic_a0185,7513
L1-Arctic,gka/arctic_a0152,7514
L1-Arctic,gka/arctic_a0146,7515
L1-Arctic,gka/arctic_a0147,7516
L1-Arctic,gka/arctic_a0153,7517
L1-Arctic,gka/arctic_a0184,7518
L1-Arctic,gka/arctic_a0190,7519
L1-Arctic,gka/arctic_a0379,7520
L1-Arctic,gka/arctic_a0423,7521
L1-Arctic,gka/arctic_a0345,7522
L1-Arctic,gka/arctic_a0351,7523
L1-Arctic,gka/arctic_a0437,7524
L1-Arctic,gka/arctic_a0386,7525
L1-Arctic,gka/arctic_a0392,7526
L1-Arctic,gka/arctic_a0219,7527
L1-Arctic,gka/arctic_a0557,7528
L1-Arctic,gka/arctic_a0231,7529
L1-Arctic,gka/arctic_a0225,7530
L1-Arctic,gka/arctic_a0543,7531
L1-Arctic,gka/arctic_a0580,7532
L1-Arctic,gka/arctic_a0033,7533
L1-Arctic,gka/arctic_a0027,7534
L1-Arctic,gka/arctic_a0031,7535
L1-Arctic,gka/arctic_a0025,7536
L1-Arctic,gka/arctic_a0019,7537
L1-Arctic,gka/arctic_a0582,7538
L1-Arctic,gka/arctic_a0233,7539
L1-Arctic,gka/arctic_a0555,7540
L1-Arctic,gka/arctic_a0541,7541
L1-Arctic,gka/arctic_a0227,7542
L1-Arctic,gka/arctic_a0569,7543
L1-Arctic,gka/arctic_a0384,7544
L1-Arctic,gka/arctic_a0390,7545
L1-Arctic,gka/arctic_a0347,7546
L1-Arctic,gka/arctic_a0421,7547
L1-Arctic,jmk/arctic_b0126,8089
L1-Arctic,jmk/arctic_b0132,8090
L1-Arctic,jmk/arctic_a0026,8091
L1-Arctic,jmk/arctic_a0032,8092
L1-Arctic,jmk/arctic_b0324,8093
L1-Arctic,jmk/arctic_b0442,8094
L1-Arctic,jmk/arctic_a0581,8095
L1-Arctic,jmk/arctic_b0456,8096
L1-Arctic,jmk/arctic_b0330,8097
L1-Arctic,jmk/arctic_b0318,8098
L1-Arctic,jmk/arctic_a0224,8099
L1-Arctic,jmk/arctic_b0481,8100
L1-Arctic,jmk/arctic_b0495,8101
L1-Arctic,jmk/arctic_a0556,8102
L1-Arctic,jmk/arctic_a0230,8103
L1-Arctic,jmk/arctic_a0218,8104
L1-Arctic,jmk/arctic_b0250,8105
L1-Arctic,jmk/arctic_a0393,8106
L1-Arctic,jmk/arctic_b0536,8107
L1-Arctic,jmk/arctic_b0522,8108
L1-Arctic,jmk/arctic_b0244,8109
L1-Arctic,jmk/arctic_a0387,8110
L1-Arctic,jmk/arctic_b0278,8111
L1-Arctic,jmk/arctic_b0293,8112
L1-Arctic,jmk/arctic_a0350,8113
L1-Arctic,jmk/arctic_a0436,8114
L1-Arctic,jmk/arctic_a0422,8115
L1-Arctic,jmk/arctic_b0287,8116
L1-Arctic,jmk/arctic_a0344,8117
L1-Arctic,jmk/arctic_a0378,8118
L1-Arctic,jmk/arctic_a0191,8119
L1-Arctic,jmk/arctic_b0052,8120
L1-Arctic,jmk/arctic_a0185,8121
L1-Arctic,jmk/arctic_b0046,8122
L1-Arctic,jmk/arctic_a0152,8123
L1-Arctic,jmk/arctic_b0091,8124
L1-Arctic,jmk/arctic_a0146,8125
L1-Arctic,jmk/arctic_b0085,8126
L1-Arctic,jmk/arctic_b0084,8127
L1-Arctic,jmk/arctic_a0147,8128
L1-Arctic,jmk/arctic_b0090,8129
L1-Arctic,jmk/arctic_a0153,8130
L1-Arctic,jmk/arctic_b0047,8131
L1-Arctic,jmk/arctic_a0184,8132
L1-Arctic,jmk/arctic_b0053,8133
L1-Arctic,jmk/arctic_a0190,8134
L1-Arctic,jmk/arctic_a0379,8135
L1-Arctic,jmk/arctic_a0423,8136
L1-Arctic,jmk/arctic_a0345,8137
L1-Arctic,jmk/arctic_b0286,8138
L1-Arctic,jmk/arctic_a0351,8139
L1-Arctic,ksp/arctic_b0126,9203
L1-Arctic,ksp/arctic_b0132,9204
L1-Arctic,ksp/arctic_a0026,9205
L1-Arctic,ksp/arctic_a0032,9206
L1-Arctic,ksp/arctic_b0324,9207
L1-Arctic,ksp/arctic_b0442,9208
L1-Arctic,ksp/arctic_a0581,9209
L1-Arctic,ksp/arctic_b0456,9210
L1-Arctic,ksp/arctic_b0330,9211
L1-Arctic,ksp/arctic_b0318,9212
L1-Arctic,ksp/arctic_a0224,9213
L1-Arctic,ksp/arctic_b0481,9214
L1-Arctic,ksp/arctic_a0542,9215
L1-Arctic,ksp/arctic_b0495,9216
L1-Arctic,ksp/arctic_a0556,9217
L1-Arctic,ksp/arctic_a0230,9218
L1-Arctic,ksp/arctic_a0218,9219
L1-Arctic,ksp/arctic_b0250,9220
L1-Arctic,ksp/arctic_a0393,9221
L1-Arctic,ksp/arctic_b0536,9222
L1-Arctic,ksp/arctic_b0522,9223
L1-Arctic,ksp/arctic_b0244,9224
L1-Arctic,ksp/arctic_a0387,9225
L1-Arctic,ksp/arctic_b0278,9226
L1-Arctic,ksp/arctic_b0293,9227
L1-Arctic,ksp/arctic_a0350,9228
L1-Arctic,ksp/arctic_a0436,9229
L1-Arctic,ksp/arctic_a0422,9230
L1-Arctic,ksp/arctic_b0287,9231
L1-Arctic,ksp/arctic_a0344,9232
L1-Arctic,ksp/arctic_a0378,9233
L1-Arctic,ksp/arctic_a0191,9234
L1-Arctic,ksp/arctic_b0052,9235
L1-Arctic,ksp/arctic_a0185,9236
L1-Arctic,ksp/arctic_b0046,9237
L1-Arctic,ksp/arctic_a0152,9238
L1-Arctic,ksp/arctic_b0091,9239
L1-Arctic,ksp/arctic_a0146,9240
L1-Arctic,ksp/arctic_b0085,9241
L1-Arctic,ksp/arctic_b0084,9242
L1-Arctic,ksp/arctic_a0147,9243
L1-Arctic,ksp/arctic_b0090,9244
L1-Arctic,ksp/arctic_a0153,9245
L1-Arctic,ksp/arctic_b0047,9246
L1-Arctic,ksp/arctic_a0184,9247
L1-Arctic,ksp/arctic_b0053,9248
L1-Arctic,ksp/arctic_a0190,9249
L1-Arctic,ksp/arctic_a0379,9250
L1-Arctic,ksp/arctic_a0423,9251
L1-Arctic,ksp/arctic_a0345,9252
L1-Arctic,ksp/arctic_b0286,9253
L1-Arctic,ljm/arctic_a0026,10335
L1-Arctic,ljm/arctic_a0032,10336
L1-Arctic,ljm/arctic_a0581,10337
L1-Arctic,ljm/arctic_a0224,10338
L1-Arctic,ljm/arctic_a0542,10339
L1-Arctic,ljm/arctic_a0556,10340
L1-Arctic,ljm/arctic_a0230,10341
L1-Arctic,ljm/arctic_a0218,10342
L1-Arctic,ljm/arctic_a0393,10343
L1-Arctic,ljm/arctic_a0387,10344
L1-Arctic,ljm/arctic_a0350,10345
L1-Arctic,ljm/arctic_a0436,10346
L1-Arctic,ljm/arctic_a0422,10347
L1-Arctic,ljm/arctic_a0344,10348
L1-Arctic,ljm/arctic_a0378,10349
